action_queue_id,month_id,period_start,period_end,outlet_id,outlet_name,action_type,action_theme,management_signal,recommended_action,revenue_impact_direction,team_impact_direction,execution_priority_score,manager_note,action_priority_rank,execution_priority
MAQ_00097,2017-02,2017-02-01 00:00:00,2017-02-28 00:00:00,MLT_OUTLET_002,Sliema,staff_commercial,maintain_monitor,maintain_monitor,maintain current commercial coaching cadence,recoverable_upside,neutral,19.846889058941272,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,34,normal
MAQ_00098,2017-02,2017-02-01,2017-02-28,MLT_OUTLET_002,Sliema,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,19.813200162396843,maintain and monitor treatment line performance within current operating rhythm,35,normal
MAQ_00099,2017-02,2017-02-01 00:00:00,2017-02-28 00:00:00,MLT_OUTLET_003,St Julians,staff_commercial,maintain_monitor,maintain_monitor,maintain current commercial coaching cadence,recoverable_upside,neutral,19.7969506848806,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,36,normal
MAQ_00100,2017-02,2017-02-01,2017-02-28,MLT_OUTLET_003,St Julians,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,19.655300333653383,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",37,normal
MAQ_00101,2017-02,2017-02-01 00:00:00,2017-02-28 00:00:00,MLT_OUTLET_002,Sliema,staff_commercial,maintain_monitor,maintain_monitor,maintain current commercial coaching cadence,recoverable_upside,neutral,19.496773739217907,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,38,normal
MAQ_00102,2017-02,2017-02-01 00:00:00,2017-02-28 00:00:00,MLT_OUTLET_003,St Julians,staff_commercial,maintain_monitor,maintain_monitor,maintain current commercial coaching cadence,recoverable_upside,neutral,19.446835365157227,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,39,normal
MAQ_00103,2017-02,2017-02-01 00:00:00,2017-02-28 00:00:00,MLT_OUTLET_001,Valletta,staff_commercial,maintain_monitor,maintain_monitor,maintain current commercial coaching cadence,recoverable_upside,neutral,19.308558183075235,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,40,normal
MAQ_00104,2017-02,2017-02-01 00:00:00,2017-02-28 00:00:00,MLT_OUTLET_002,Sliema,staff_commercial,maintain_monitor,maintain_monitor,maintain current commercial coaching cadence,recoverable_upside,neutral,19.14665841949454,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,41,normal
MAQ_00105,2017-02,2017-02-01 00:00:00,2017-02-28 00:00:00,MLT_OUTLET_003,St Julians,staff_commercial,maintain_monitor,maintain_monitor,maintain current commercial coaching cadence,recoverable_upside,neutral,19.09672004543386,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,42,normal
MAQ_00106,2017-02,2017-02-01,2017-02-28,MLT_OUTLET_003,St Julians,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,18.233300333653386,maintain and monitor treatment line performance within current operating rhythm,43,normal
MAQ_00107,2017-02,2017-02-01,2017-02-28,MLT_OUTLET_002,Sliema,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,18.004200162396845,maintain and monitor treatment line performance within current operating rhythm,44,normal
MAQ_00108,2017-02,2017-02-01,2017-02-28,MLT_OUTLET_003,St Julians,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,17.73830033365338,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",45,normal
MAQ_00109,2017-02,2017-02-01,2017-02-28,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.508800333653383,treatment line can support commercial push without materially raising team strain,46,normal
MAQ_00110,2017-02,2017-02-01,2017-02-28,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.30180033365338,treatment line can support commercial push without materially raising team strain,47,normal
MAQ_00111,2017-02,2017-02-01,2017-02-28,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.03670016239684,treatment line can support commercial push without materially raising team strain,48,normal
MAQ_00112,2017-02,2017-02-01,2017-02-28,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,16.883700162396842,treatment line can support commercial push without materially raising team strain,49,normal
MAQ_00113,2017-02,2017-02-01,2017-02-28,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,16.856700162396848,treatment line can support commercial push without materially raising team strain,50,normal
MAQ_00114,2017-02,2017-02-01,2017-02-28,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,16.838700162396844,treatment line can support commercial push without materially raising team strain,51,normal
MAQ_00115,2017-02,2017-02-01,2017-02-28,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,16.797800333653385,treatment line can support commercial push without materially raising team strain,52,normal
MAQ_00116,2017-02,2017-02-01,2017-02-28,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,16.69020016239684,treatment line can support commercial push without materially raising team strain,53,normal
MAQ_00117,2017-02,2017-02-01,2017-02-28,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,16.42880033365338,treatment line can support commercial push without materially raising team strain,54,normal
MAQ_00118,2017-02,2017-02-01,2017-02-28,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,15.47930033365338,treatment line can support commercial push without materially raising team strain,55,normal
MAQ_00119,2017-02,2017-02-01,2017-02-28,MLT_OUTLET_003,St Julians,therapist_coaching,routine_coaching,routine_coaching,maintain routine coaching cadence,protective,neutral,15.26542748235294,Bottom-group therapist ranking; monitor closely and coach as needed.,56,normal
MAQ_00120,2017-02,2017-02-01,2017-02-28,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,14.980200162396844,treatment line can support commercial push without materially raising team strain,57,normal
MAQ_00121,2017-02,2017-02-01,2017-02-28,MLT_OUTLET_001,Valletta,therapist_coaching,routine_coaching,routine_coaching,maintain routine coaching cadence,protective,neutral,14.77004216470588,No immediate refresh training trigger under current modeled threshold.,58,normal
MAQ_00122,2017-02,2017-02-01,2017-02-28,MLT_OUTLET_003,St Julians,therapist_coaching,routine_coaching,routine_coaching,maintain routine coaching cadence,protective,neutral,14.713227811764709,No immediate refresh training trigger under current modeled threshold.,59,normal
MAQ_00123,2017-02,2017-02-01 00:00:00,2017-02-28 00:00:00,MLT_OUTLET_002,Sliema,staff_commercial,maintain_monitor,maintain_monitor,maintain current commercial coaching cadence,recoverable_upside,neutral,14.503672369644116,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,60,normal
MAQ_00124,2017-02,2017-02-01 00:00:00,2017-02-28 00:00:00,MLT_OUTLET_003,St Julians,staff_commercial,maintain_monitor,maintain_monitor,maintain current commercial coaching cadence,recoverable_upside,neutral,14.453733995583429,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,61,normal
MAQ_00125,2017-02,2017-02-01,2017-02-28,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,13.949700162396844,treatment line can support commercial push without materially raising team strain,62,normal
MAQ_00126,2017-02,2017-02-01,2017-02-28,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,13.77830033365338,treatment line can support commercial push without materially raising team strain,63,normal
MAQ_00127,2017-03,2017-03-01 00:00:00,2017-03-31 00:00:00,MLT_OUTLET_001,Valletta,staff_commercial,reward_recognition,reward_recognition,recognize retail-selling reward candidate and capture replicable selling behavior,upside,neutral,57.26007001184078,Retail selling score reached reward threshold under the modeled commercial framework.,1,high
MAQ_00128,2017-03,2017-03-01 00:00:00,2017-03-31 00:00:00,MLT_OUTLET_001,Valletta,staff_commercial,reward_recognition,reward_recognition,recognize retail-selling reward candidate and capture replicable selling behavior,upside,neutral,56.90995469211742,Retail selling score reached reward threshold under the modeled commercial framework.,2,high
MAQ_00129,2017-03,2017-03-01 00:00:00,2017-03-31 00:00:00,MLT_OUTLET_001,Valletta,staff_commercial,reward_recognition,reward_recognition,recognize retail-selling reward candidate and capture replicable selling behavior,upside,neutral,52.266968642267,Retail selling score reached reward threshold under the modeled commercial framework.,3,normal
MAQ_00130,2017-03,2017-03-01 00:00:00,2017-03-31 00:00:00,MLT_OUTLET_003,St Julians,staff_commercial,refresh_training,refresh_training,"run refresh training on retail recommendation, attach behavior, and guest-conversation conversion",recoverable_upside,neutral,35.93372224401266,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,4,normal
MAQ_00131,2017-03,2017-03-01 00:00:00,2017-03-31 00:00:00,MLT_OUTLET_002,Sliema,staff_commercial,refresh_training,refresh_training,"run refresh training on retail recommendation, attach behavior, and guest-conversation conversion",recoverable_upside,neutral,35.83355938712081,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,5,normal
MAQ_00132,2017-03,2017-03-01 00:00:00,2017-03-31 00:00:00,MLT_OUTLET_003,St Julians,staff_commercial,refresh_training,refresh_training,"run refresh training on retail recommendation, attach behavior, and guest-conversation conversion",recoverable_upside,neutral,33.7415434322258,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,6,normal
MAQ_00133,2017-03,2017-03-01 00:00:00,2017-03-31 00:00:00,MLT_OUTLET_002,Sliema,staff_commercial,refresh_training,refresh_training,"run refresh training on retail recommendation, attach behavior, and guest-conversation conversion",recoverable_upside,neutral,33.641380575333955,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,7,normal
