treatment_health_id,outlet_id,outlet_name,market_context,period_type,period_start,period_end,rolling_window_weeks,treatment_category,treatment_variant,session_duration_min,treatment_key,pricing_position,recommended_sell_price_eur,market_price_median_eur,commercial_market_price_median_eur,benchmark_methodology_status,launch_recommendation_flag,external_demand_proxy_index,external_stress_flag,bookings_count,guest_count,sold_hours,hours_available,utilization_percent,revenue_eur,revpath_eur_per_available_hour,yield_eur_per_sold_hour,avg_ticket_eur,rebooking_rate_percent,addon_attach_rate_percent,retail_attach_rate_percent,cancellation_rate_percent,no_show_rate_percent,complaint_rate_percent,service_recovery_rate_percent,demand_strength_score,yield_quality_score,utilization_contribution_score,retention_quality_score,risk_penalty_score,market_fit_score,treatment_health_score_0_100,treatment_health_band,treatment_health_primary_driver,treatment_health_secondary_driver,treatment_health_risk_flag,treatment_health_action_hint,score_confidence_level,sample_size_observations,minimum_sample_rule_applied,data_coverage_flag,source_dependency_status,qa_status,audit_note,status
THS_00001,MLT_OUTLET_001,Valletta,Malta,monthly,2017-01-01,2017-01-31,12,aromatherapy,standard,60,aromatherapy|standard|60,premium_core,64.0,76.0,76.0,below_market_median,launch_with_upside_room,0.883,yes,45,45,45.0,73.0,61.64,2672.1,36.6,59.38,59.38,50.78,17.87,10.4,10.75,4.2,1.16,10.73,100.0,59.38,61.64,42.5525,4.7170000000000005,78.4,71.19,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,45,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00046,MLT_OUTLET_001,Valletta,Malta,monthly,2017-05-01,2017-05-31,12,massage,standard,60,massage|standard|60,accessible_premium,58.0,85.0,85.0,below_market_median,launch_with_upside_room,0.989,no,47,47,47.0,75.0,62.67,2583.59,34.45,54.97,54.97,49.82,27.3,12.47,9.22,3.37,3.69,34.37,100.0,54.97,62.67,44.190000000000005,4.515000000000001,51.4,67.35,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,47,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00047,MLT_OUTLET_001,Valletta,Malta,monthly,2017-05-01,2017-05-31,12,reflexology,standard,45,reflexology|standard|45,traffic_builder,34.0,75.0,75.0,below_market_median,launch_as_entry_price,0.989,no,47,47,35.25,63.25,55.73,1493.66,23.62,42.37,31.78,40.33,17.13,15.15,6.35,2.3,1.2,9.76,100.0,42.37,55.73,34.53,2.835,26.200000000000003,58.64,watchlist,commercial_performance,market_misalignment,risk_normal,maintain and monitor,medium,47,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00048,MLT_OUTLET_001,Valletta,Malta,monthly,2017-05-01,2017-05-31,12,scrub,standard,45,scrub|standard|45,premium_core,52.0,50.0,50.0,in_line_with_market_median,launch,0.989,no,47,47,35.25,63.25,55.73,2391.36,37.81,67.84,50.88,45.07,17.42,15.27,6.12,4.44,2.76,25.55,100.0,67.84,55.73,38.1575,3.72,96.4,73.69,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,47,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00049,MLT_OUTLET_001,Valletta,Malta,monthly,2017-05-01,2017-05-31,12,swedish,standard,60,swedish|standard|60,premium_core,64.0,69.5,69.5,in_line_with_market_median,launch,0.989,no,47,47,47.0,75.0,62.67,2920.58,38.94,62.14,62.14,43.19,25.01,16.26,10.02,2.85,3.77,31.41,100.0,62.14,62.67,38.644999999999996,4.615,90.1,72.82,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,47,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00050,MLT_OUTLET_001,Valletta,Malta,monthly,2017-05-01,2017-05-31,12,wrap,standard,60,wrap|standard|60,premium_core,82.0,72.0,72.0,exact_only_locked,review_before_launch,0.989,no,36,36,36.0,64.0,56.25,2794.32,43.66,77.62,77.62,56.75,26.3,12.86,9.88,3.02,3.1,27.95,100.0,77.62,56.25,49.1375,4.49,82.0,76.1,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,36,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00051,MLT_OUTLET_001,Valletta,Malta,monthly,2017-06-01,2017-06-30,12,aromatherapy,standard,60,aromatherapy|standard|60,premium_core,64.0,76.0,76.0,below_market_median,launch_with_upside_room,1.027,no,52,52,52.0,80.0,65.0,3028.48,37.86,58.24,58.24,54.88,19.84,17.06,10.51,3.52,2.09,15.72,100.0,58.24,65.0,46.120000000000005,4.627,78.4,72.09,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,52,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00052,MLT_OUTLET_001,Valletta,Malta,monthly,2017-06-01,2017-06-30,12,body_treatment,standard,60,body_treatment|standard|60,premium_core,69.0,77.5,77.5,below_market_median,launch,1.027,no,49,49,49.0,77.0,63.64,3321.71,43.14,67.79,67.79,57.1,27.41,14.16,6.46,2.96,2.77,23.25,100.0,67.79,63.64,49.6775,3.38,84.7,75.57,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,49,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00053,MLT_OUTLET_001,Valletta,Malta,monthly,2017-06-01,2017-06-30,12,deep_tissue,standard,60,deep_tissue|standard|60,premium_core,78.0,80.0,80.0,in_line_with_market_median,launch,1.027,no,55,55,55.0,83.0,66.27,4118.95,49.63,74.89,74.89,53.54,25.5,16.11,7.64,4.02,1.26,10.66,100.0,74.89,66.27,46.53,3.749999999999999,96.4,78.62,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,55,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00054,MLT_OUTLET_001,Valletta,Malta,monthly,2017-06-01,2017-06-30,12,facial,basic,60,facial|basic|60,premium_core,94.0,100.0,100.0,in_line_with_market_median,launch,1.027,no,46,46,46.0,74.0,62.16,4321.7,58.4,93.95,93.95,55.98,20.21,10.05,8.75,3.32,1.4,12.64,100.0,93.95,62.16,47.0375,3.901,89.2,81.65,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,46,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00055,MLT_OUTLET_001,Valletta,Malta,monthly,2017-06-01,2017-06-30,12,hot_stone,standard,75,hot_stone|standard|75,premium_core,95.0,90.0,90.0,in_line_with_market_median,launch,1.027,no,20,20,25.0,53.0,47.17,1884.8,35.56,75.39,94.24,52.62,16.87,16.4,6.51,2.25,2.98,22.82,100.0,75.39,47.17,43.6825,3.2239999999999998,91.0,74.24,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,20,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00056,MLT_OUTLET_001,Valletta,Malta,monthly,2017-06-01,2017-06-30,12,massage,standard,60,massage|standard|60,accessible_premium,58.0,85.0,85.0,below_market_median,launch_with_upside_room,1.027,no,49,49,49.0,77.0,63.64,2635.22,34.22,53.78,53.78,46.67,25.75,17.53,10.93,3.12,3.76,33.87,100.0,53.78,63.64,41.44,4.967,51.4,66.76,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,49,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00057,MLT_OUTLET_001,Valletta,Malta,monthly,2017-06-01,2017-06-30,12,reflexology,standard,45,reflexology|standard|45,traffic_builder,34.0,75.0,75.0,below_market_median,launch_as_entry_price,1.027,no,49,49,36.75,64.75,56.76,1577.31,24.36,42.92,32.19,50.05,21.09,17.16,6.42,4.33,1.31,11.13,100.0,42.92,56.76,42.809999999999995,3.4869999999999997,26.200000000000003,60.23,watchlist,commercial_performance,market_misalignment,risk_normal,maintain and monitor,medium,49,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00058,MLT_OUTLET_001,Valletta,Malta,monthly,2017-06-01,2017-06-30,12,scrub,standard,45,scrub|standard|45,premium_core,52.0,50.0,50.0,in_line_with_market_median,launch,1.027,no,49,49,36.75,64.75,56.76,2350.04,36.29,63.95,47.96,42.14,17.41,14.84,8.34,2.17,3.09,26.77,100.0,63.95,56.76,35.9575,3.7709999999999995,96.4,72.58,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,49,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00059,MLT_OUTLET_001,Valletta,Malta,monthly,2017-06-01,2017-06-30,12,swedish,standard,60,swedish|standard|60,premium_core,64.0,69.5,69.5,in_line_with_market_median,launch,1.027,no,49,49,49.0,77.0,63.64,3092.88,40.17,63.12,63.12,55.63,18.68,17.67,7.87,2.86,1.03,9.76,100.0,63.12,63.64,46.392500000000005,3.425,90.1,74.56,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,49,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00060,MLT_OUTLET_001,Valletta,Malta,monthly,2017-06-01,2017-06-30,12,wrap,standard,60,wrap|standard|60,premium_core,82.0,72.0,72.0,exact_only_locked,review_before_launch,1.027,no,38,38,38.0,66.0,57.58,2880.78,43.65,75.81,75.81,57.87,16.89,13.98,10.46,3.58,3.71,31.74,100.0,75.81,57.58,47.625,4.954000000000001,82.0,75.62,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,38,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00061,MLT_OUTLET_001,Valletta,Malta,monthly,2017-07-01,2017-07-31,12,aromatherapy,standard,60,aromatherapy|standard|60,premium_core,64.0,76.0,76.0,below_market_median,launch_with_upside_room,1.075,no,54,54,54.0,82.0,65.85,3264.84,39.82,60.46,60.46,51.3,23.01,17.11,9.48,3.36,1.13,9.09,100.0,60.46,65.85,44.22749999999999,4.077999999999999,78.4,72.52,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,54,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00062,MLT_OUTLET_001,Valletta,Malta,monthly,2017-07-01,2017-07-31,12,body_treatment,standard,60,body_treatment|standard|60,premium_core,69.0,77.5,77.5,below_market_median,launch,1.075,no,52,52,52.0,80.0,65.0,3536.0,44.2,68.0,68.0,51.16,19.33,10.69,10.45,3.37,2.3,18.86,100.0,68.0,65.0,43.2025,4.606,84.7,74.73,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,52,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00063,MLT_OUTLET_001,Valletta,Malta,monthly,2017-07-01,2017-07-31,12,deep_tissue,standard,60,deep_tissue|standard|60,premium_core,78.0,80.0,80.0,in_line_with_market_median,launch,1.075,no,58,58,58.0,86.0,67.44,4433.52,51.55,76.44,76.44,57.75,24.38,13.82,6.39,4.92,1.87,17.04,100.0,76.44,67.44,49.4075,3.767,96.4,79.66,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,58,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00064,MLT_OUTLET_001,Valletta,Malta,monthly,2017-07-01,2017-07-31,12,facial,basic,60,facial|basic|60,premium_core,94.0,100.0,100.0,in_line_with_market_median,launch,1.075,no,48,48,48.0,76.0,63.16,4715.04,62.04,98.23,98.23,54.81,27.4,15.53,6.81,4.73,2.72,22.65,100.0,98.23,63.16,47.9575,4.006,89.2,83.0,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,48,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00065,MLT_OUTLET_001,Valletta,Malta,monthly,2017-07-01,2017-07-31,12,hot_stone,standard,75,hot_stone|standard|75,premium_core,95.0,90.0,90.0,in_line_with_market_median,launch,1.075,no,21,21,26.25,54.25,48.39,2022.51,37.28,77.05,96.31,40.47,20.52,16.29,10.33,2.14,3.76,29.37,100.0,77.05,48.39,35.4825,4.492999999999999,91.0,73.44,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,21,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00066,MLT_OUTLET_001,Valletta,Malta,monthly,2017-07-01,2017-07-31,12,massage,standard,60,massage|standard|60,accessible_premium,58.0,85.0,85.0,below_market_median,launch_with_upside_room,1.075,no,52,52,52.0,80.0,65.0,2900.04,36.25,55.77,55.77,55.16,26.06,13.22,7.9,4.91,2.16,17.39,100.0,55.77,65.0,47.885,4.275,51.4,68.57,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,52,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00067,MLT_OUTLET_001,Valletta,Malta,monthly,2017-07-01,2017-07-31,12,reflexology,standard,45,reflexology|standard|45,traffic_builder,34.0,75.0,75.0,below_market_median,launch_as_entry_price,1.075,no,52,52,39.0,67.0,58.21,1635.92,24.42,41.95,31.46,57.99,27.96,14.0,10.32,4.44,3.15,29.61,100.0,41.95,58.21,50.4825,5.058,26.200000000000003,61.36,watchlist,commercial_performance,market_misalignment,risk_normal,maintain and monitor,medium,52,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00068,MLT_OUTLET_001,Valletta,Malta,monthly,2017-07-01,2017-07-31,12,scrub,standard,45,scrub|standard|45,premium_core,52.0,50.0,50.0,in_line_with_market_median,launch,1.075,no,52,52,39.0,67.0,58.21,2646.28,39.5,67.85,50.89,42.32,27.45,14.46,7.24,3.35,1.64,14.5,100.0,67.85,58.21,38.6025,3.505,96.4,74.23,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,52,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00069,MLT_OUTLET_001,Valletta,Malta,monthly,2017-07-01,2017-07-31,12,swedish,standard,60,swedish|standard|60,premium_core,64.0,69.5,69.5,in_line_with_market_median,launch,1.075,no,52,52,52.0,80.0,65.0,3205.28,40.07,61.64,61.64,52.09,22.24,15.95,7.79,2.34,2.46,22.61,100.0,61.64,65.0,44.627500000000005,3.5309999999999997,90.1,74.16,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,52,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00070,MLT_OUTLET_001,Valletta,Malta,monthly,2017-07-01,2017-07-31,12,wrap,standard,60,wrap|standard|60,premium_core,82.0,72.0,72.0,exact_only_locked,review_before_launch,1.075,no,39,39,39.0,67.0,58.21,3065.79,45.76,78.61,78.61,47.26,17.61,9.26,8.8,4.63,3.11,27.22,100.0,78.61,58.21,39.8475,4.651,82.0,75.19,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,39,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00071,MLT_OUTLET_001,Valletta,Malta,monthly,2017-08-01,2017-08-31,12,aromatherapy,standard,60,aromatherapy|standard|60,premium_core,64.0,76.0,76.0,below_market_median,launch_with_upside_room,1.104,no,56,56,56.0,84.0,66.67,3403.12,40.51,60.77,60.77,40.26,20.21,14.31,7.06,2.41,2.1,17.57,100.0,60.77,66.67,35.2475,3.2609999999999997,78.4,71.37,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,56,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00072,MLT_OUTLET_001,Valletta,Malta,monthly,2017-08-01,2017-08-31,12,body_treatment,standard,60,body_treatment|standard|60,premium_core,69.0,77.5,77.5,below_market_median,launch,1.104,no,53,53,53.0,81.0,65.43,3592.34,44.35,67.78,67.78,54.11,20.76,14.6,7.74,3.54,3.41,32.09,100.0,67.78,65.43,45.772499999999994,4.066000000000001,84.7,75.21,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,53,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00073,MLT_OUTLET_001,Valletta,Malta,monthly,2017-08-01,2017-08-31,12,deep_tissue,standard,60,deep_tissue|standard|60,premium_core,78.0,80.0,80.0,in_line_with_market_median,launch,1.104,no,59,59,59.0,87.0,67.82,4372.49,50.26,74.11,74.11,44.65,21.51,17.82,10.63,3.48,2.38,19.41,100.0,74.11,67.82,38.864999999999995,4.7090000000000005,96.4,77.4,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,59,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00074,MLT_OUTLET_001,Valletta,Malta,monthly,2017-08-01,2017-08-31,12,facial,basic,60,facial|basic|60,premium_core,94.0,100.0,100.0,in_line_with_market_median,launch,1.104,no,49,49,49.0,77.0,63.64,4796.12,62.29,97.88,97.88,42.32,17.54,10.37,7.2,2.23,1.39,12.2,100.0,97.88,63.64,36.125,3.107,89.2,81.18,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,49,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00075,MLT_OUTLET_001,Valletta,Malta,monthly,2017-08-01,2017-08-31,12,hot_stone,standard,75,hot_stone|standard|75,premium_core,95.0,90.0,90.0,in_line_with_market_median,launch,1.104,no,21,21,26.25,54.25,48.39,1918.77,35.37,73.1,91.37,48.53,24.01,10.55,7.73,4.69,1.54,11.66,100.0,73.1,48.39,42.4,4.034,91.0,73.64,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,21,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00076,MLT_OUTLET_001,Valletta,Malta,monthly,2017-08-01,2017-08-31,12,massage,standard,60,massage|standard|60,accessible_premium,58.0,85.0,85.0,below_market_median,launch_with_upside_room,1.104,no,53,53,53.0,81.0,65.43,2867.83,35.41,54.11,54.11,41.6,17.45,13.15,7.39,2.53,1.58,12.98,100.0,54.11,65.43,35.5625,3.292,51.4,66.36,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,53,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00077,MLT_OUTLET_001,Valletta,Malta,monthly,2017-08-01,2017-08-31,12,reflexology,standard,45,reflexology|standard|45,traffic_builder,34.0,75.0,75.0,below_market_median,launch_as_entry_price,1.104,no,53,53,39.75,67.75,58.67,1721.44,25.41,43.31,32.48,54.39,23.53,9.74,9.45,2.12,3.45,32.19,100.0,43.31,58.67,46.675000000000004,4.161,26.200000000000003,61.23,watchlist,commercial_performance,market_misalignment,risk_normal,maintain and monitor,medium,53,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00078,MLT_OUTLET_001,Valletta,Malta,monthly,2017-08-01,2017-08-31,12,scrub,standard,45,scrub|standard|45,premium_core,52.0,50.0,50.0,in_line_with_market_median,launch,1.104,no,53,53,39.75,67.75,58.67,2551.42,37.66,64.19,48.14,53.47,18.21,10.88,7.38,4.42,2.04,17.25,100.0,64.19,58.67,44.655,3.948,96.4,74.36,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,53,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00079,MLT_OUTLET_001,Valletta,Malta,monthly,2017-08-01,2017-08-31,12,swedish,standard,60,swedish|standard|60,premium_core,64.0,69.5,69.5,in_line_with_market_median,launch,1.104,no,53,53,53.0,81.0,65.43,3266.92,40.33,61.64,61.64,53.45,16.44,11.27,7.84,3.39,3.0,27.85,100.0,61.64,65.43,44.197500000000005,3.969,90.1,74.14,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,53,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00080,MLT_OUTLET_001,Valletta,Malta,monthly,2017-08-01,2017-08-31,12,wrap,standard,60,wrap|standard|60,premium_core,82.0,72.0,72.0,exact_only_locked,review_before_launch,1.104,no,40,40,40.0,68.0,58.82,3135.6,46.11,78.39,78.39,48.05,22.39,11.18,8.66,2.32,1.75,14.48,100.0,78.39,58.82,41.63499999999999,3.6439999999999997,82.0,75.61,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,40,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00081,MLT_OUTLET_001,Valletta,Malta,monthly,2017-09-01,2017-09-30,12,aromatherapy,standard,60,aromatherapy|standard|60,premium_core,64.0,76.0,76.0,below_market_median,launch_with_upside_room,1.018,no,51,51,51.0,79.0,64.56,2952.39,37.37,57.89,57.89,45.89,17.44,17.01,7.61,2.63,2.66,23.58,100.0,57.89,64.56,38.7775,3.604,78.4,70.84,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,51,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00082,MLT_OUTLET_001,Valletta,Malta,monthly,2017-09-01,2017-09-30,12,body_treatment,standard,60,body_treatment|standard|60,premium_core,69.0,77.5,77.5,below_market_median,launch,1.018,no,49,49,49.0,77.0,63.64,3295.25,42.8,67.25,67.25,49.67,23.04,15.71,8.49,2.26,2.21,17.13,100.0,67.25,63.64,43.012499999999996,3.6670000000000003,84.7,74.35,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,49,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
