treatment_health_id,outlet_id,outlet_name,market_context,period_type,period_start,period_end,rolling_window_weeks,treatment_category,treatment_variant,session_duration_min,treatment_key,pricing_position,recommended_sell_price_eur,market_price_median_eur,commercial_market_price_median_eur,benchmark_methodology_status,launch_recommendation_flag,external_demand_proxy_index,external_stress_flag,bookings_count,guest_count,sold_hours,hours_available,utilization_percent,revenue_eur,revpath_eur_per_available_hour,yield_eur_per_sold_hour,avg_ticket_eur,rebooking_rate_percent,addon_attach_rate_percent,retail_attach_rate_percent,cancellation_rate_percent,no_show_rate_percent,complaint_rate_percent,service_recovery_rate_percent,demand_strength_score,yield_quality_score,utilization_contribution_score,retention_quality_score,risk_penalty_score,market_fit_score,treatment_health_score_0_100,treatment_health_band,treatment_health_primary_driver,treatment_health_secondary_driver,treatment_health_risk_flag,treatment_health_action_hint,score_confidence_level,sample_size_observations,minimum_sample_rule_applied,data_coverage_flag,source_dependency_status,qa_status,audit_note,status
THS_00001,MLT_OUTLET_001,Valletta,Malta,weekly,2026-01-05,2026-01-11,12,aromatherapy,standard,60,aromatherapy|standard|60,premium_core,64.0,76.0,76.0,below_market_median,launch_with_upside_room,0.92,no,11,11,11.0,19.0,57.89,681.12,35.85,61.92,61.92,41.18,14.5,6.7,11.4,4.1,2.8,22.4,73.5,61.92,57.89,34.51,5.209999999999999,78.4,63.96,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,11,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00185,MLT_OUTLET_003,St Julians,Malta,weekly,2026-01-19,2026-01-25,12,hot_stone,standard,75,hot_stone|standard|75,premium_core,95.0,90.0,90.0,in_line_with_market_median,launch,0.84,yes,6,6,7.5,15.5,48.39,532.02,34.32,70.94,88.67,46.34,23.03,15.61,9.51,4.07,1.4,11.2,56.0,70.94,48.39,40.5125,4.354,91.0,63.11,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,low,6,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00186,MLT_OUTLET_003,St Julians,Malta,weekly,2026-01-19,2026-01-25,12,massage,standard,60,massage|standard|60,accessible_premium,58.0,85.0,85.0,below_market_median,launch_with_upside_room,0.84,yes,9,9,9.0,17.0,52.94,495.9,29.17,55.1,55.1,49.24,12.51,17.23,9.87,3.49,2.91,23.28,66.5,55.1,52.94,40.0575,4.59,51.4,57.59,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,low,9,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00187,MLT_OUTLET_003,St Julians,Malta,weekly,2026-01-19,2026-01-25,12,reflexology,standard,45,reflexology|standard|45,traffic_builder,34.0,75.0,75.0,below_market_median,launch_as_entry_price,0.84,yes,9,9,6.75,14.75,45.76,286.2,19.4,42.4,31.8,48.29,24.83,10.07,11.37,4.7,3.61,28.88,66.5,42.4,45.76,42.425,5.542999999999999,26.200000000000003,50.53,watchlist,commercial_performance,market_misalignment,risk_normal,maintain and monitor,low,9,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00188,MLT_OUTLET_003,St Julians,Malta,weekly,2026-01-19,2026-01-25,12,scrub,standard,45,scrub|standard|45,premium_core,52.0,50.0,50.0,in_line_with_market_median,launch,0.84,yes,9,9,6.75,14.75,45.76,473.4,32.09,70.13,52.6,49.94,19.24,13.72,9.52,5.07,2.64,21.12,66.5,70.13,45.76,42.265,4.904999999999999,96.4,65.64,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,low,9,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00189,MLT_OUTLET_003,St Julians,Malta,weekly,2026-01-19,2026-01-25,12,swedish,standard,60,swedish|standard|60,premium_core,64.0,69.5,69.5,in_line_with_market_median,launch,0.84,yes,9,9,9.0,17.0,52.94,566.01,33.29,62.89,62.89,41.89,14.55,16.46,12.13,3.44,1.18,9.44,66.5,62.89,52.94,35.055,4.907,90.1,63.28,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,low,9,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00190,MLT_OUTLET_003,St Julians,Malta,weekly,2026-01-19,2026-01-25,12,wrap,standard,60,wrap|standard|60,premium_core,82.0,72.0,72.0,exact_only_locked,review_before_launch,0.84,yes,9,9,9.0,17.0,52.94,702.54,41.33,78.06,78.06,50.58,22.54,11.98,13.1,3.95,1.55,12.4,66.5,78.06,52.94,43.57,5.425000000000001,82.0,67.27,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,low,9,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00191,MLT_OUTLET_003,St Julians,Malta,weekly,2026-01-26,2026-02-01,12,aromatherapy,standard,60,aromatherapy|standard|60,premium_core,64.0,76.0,76.0,below_market_median,launch_with_upside_room,0.95,no,11,11,11.0,19.0,57.89,693.77,36.51,63.07,63.07,54.28,22.41,8.39,9.88,2.86,3.99,31.92,73.5,63.07,57.89,46.3125,4.62,78.4,66.18,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,11,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00192,MLT_OUTLET_003,St Julians,Malta,weekly,2026-01-26,2026-02-01,12,body_treatment,standard,60,body_treatment|standard|60,premium_core,69.0,77.5,77.5,below_market_median,launch,0.95,no,11,11,11.0,19.0,57.89,757.46,39.87,68.86,68.86,46.09,25.89,14.73,7.29,2.46,1.77,14.16,73.5,68.86,57.89,41.040000000000006,3.279,84.7,67.58,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,11,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00193,MLT_OUTLET_003,St Julians,Malta,weekly,2026-01-26,2026-02-01,12,deep_tissue,standard,60,deep_tissue|standard|60,premium_core,78.0,80.0,80.0,in_line_with_market_median,launch,0.95,no,11,11,11.0,19.0,57.89,861.63,45.35,78.33,78.33,54.49,12.64,16.4,8.7,3.09,2.11,16.88,73.5,78.33,57.89,44.0275,3.959,96.4,71.69,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,11,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00194,MLT_OUTLET_003,St Julians,Malta,weekly,2026-01-26,2026-02-01,12,facial,basic,60,facial|basic|60,premium_core,94.0,100.0,100.0,in_line_with_market_median,launch,0.95,no,11,11,11.0,19.0,57.89,1021.46,53.76,92.86,92.86,52.66,26.41,11.06,8.75,3.85,2.46,19.68,73.5,92.86,57.89,46.0975,4.272,89.2,74.61,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,11,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00195,MLT_OUTLET_003,St Julians,Malta,weekly,2026-01-26,2026-02-01,12,hot_stone,standard,75,hot_stone|standard|75,premium_core,95.0,90.0,90.0,in_line_with_market_median,launch,0.95,no,6,6,7.5,15.5,48.39,545.88,35.22,72.78,90.98,47.23,22.1,14.8,9.37,4.22,1.63,13.04,56.0,72.78,48.39,40.9475,4.402999999999999,91.0,63.62,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,low,6,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00196,MLT_OUTLET_003,St Julians,Malta,weekly,2026-01-26,2026-02-01,12,massage,standard,60,massage|standard|60,accessible_premium,58.0,85.0,85.0,below_market_median,launch_with_upside_room,0.95,no,11,11,11.0,19.0,57.89,601.7,31.67,54.7,54.7,42.48,27.54,8.17,9.86,4.22,1.54,12.32,73.5,54.7,57.89,38.745,4.531999999999999,51.4,59.72,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,11,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00197,MLT_OUTLET_003,St Julians,Malta,weekly,2026-01-26,2026-02-01,12,reflexology,standard,45,reflexology|standard|45,traffic_builder,34.0,75.0,75.0,below_market_median,launch_as_entry_price,0.95,no,11,11,8.25,16.25,50.77,379.72,23.37,46.03,34.52,44.74,20.24,10.31,8.97,2.89,3.61,28.88,73.5,46.03,50.77,38.615,4.28,26.200000000000003,53.34,watchlist,commercial_performance,market_misalignment,risk_normal,maintain and monitor,medium,11,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00198,MLT_OUTLET_003,St Julians,Malta,weekly,2026-01-26,2026-02-01,12,scrub,standard,45,scrub|standard|45,premium_core,52.0,50.0,50.0,in_line_with_market_median,launch,0.95,no,11,11,8.25,16.25,50.77,565.84,34.82,68.59,51.44,41.75,22.51,9.9,7.65,3.18,3.91,31.28,73.5,68.59,50.77,36.94,4.031,96.4,66.93,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,11,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00199,MLT_OUTLET_003,St Julians,Malta,weekly,2026-01-26,2026-02-01,12,swedish,standard,60,swedish|standard|60,premium_core,64.0,69.5,69.5,in_line_with_market_median,launch,0.95,no,11,11,11.0,19.0,57.89,709.17,37.32,64.47,64.47,42.46,13.18,8.04,7.52,4.34,2.36,18.88,73.5,64.47,57.89,35.14,4.029999999999999,90.1,66.18,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,11,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00200,MLT_OUTLET_003,St Julians,Malta,weekly,2026-01-26,2026-02-01,12,wrap,standard,60,wrap|standard|60,premium_core,82.0,72.0,72.0,exact_only_locked,review_before_launch,0.95,no,11,11,11.0,19.0,57.89,885.72,46.62,80.52,80.52,42.66,21.87,14.48,8.35,4.06,2.29,18.32,73.5,80.52,57.89,37.4625,4.181,82.0,69.41,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,11,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00201,MLT_OUTLET_003,St Julians,Malta,weekly,2026-02-02,2026-02-08,12,aromatherapy,standard,60,aromatherapy|standard|60,premium_core,64.0,76.0,76.0,below_market_median,launch_with_upside_room,1.02,no,12,12,12.0,20.0,60.0,727.08,36.35,60.59,60.59,49.62,19.59,16.13,6.27,1.91,3.21,25.68,77.0,60.59,60.0,42.1125,3.0959999999999996,78.4,66.18,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,12,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00202,MLT_OUTLET_003,St Julians,Malta,weekly,2026-02-02,2026-02-08,12,body_treatment,standard,60,body_treatment|standard|60,premium_core,69.0,77.5,77.5,below_market_median,launch,1.02,no,12,12,12.0,20.0,60.0,836.76,41.84,69.73,69.73,40.79,16.32,6.69,7.94,3.58,1.62,12.96,77.0,69.73,60.0,34.6725,3.7800000000000002,84.7,67.88,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,12,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00203,MLT_OUTLET_003,St Julians,Malta,weekly,2026-02-02,2026-02-08,12,deep_tissue,standard,60,deep_tissue|standard|60,premium_core,78.0,80.0,80.0,in_line_with_market_median,launch,1.02,no,12,12,12.0,20.0,60.0,920.16,46.01,76.68,76.68,46.24,26.94,9.79,9.35,1.92,1.37,10.96,77.0,76.68,60.0,41.415,3.655,96.4,72.05,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,12,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00204,MLT_OUTLET_003,St Julians,Malta,weekly,2026-02-02,2026-02-08,12,facial,basic,60,facial|basic|60,premium_core,94.0,100.0,100.0,in_line_with_market_median,launch,1.02,no,12,12,12.0,20.0,60.0,1106.28,55.31,92.19,92.19,54.44,12.08,17.42,5.77,2.14,3.96,31.68,77.0,92.19,60.0,43.85,3.165,89.2,75.33,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,12,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00205,MLT_OUTLET_003,St Julians,Malta,weekly,2026-02-02,2026-02-08,12,hot_stone,standard,75,hot_stone|standard|75,premium_core,95.0,90.0,90.0,in_line_with_market_median,launch,1.02,no,7,7,8.75,16.75,52.24,660.94,39.46,75.54,94.42,45.66,22.67,7.68,9.07,2.75,2.55,20.4,59.5,75.54,52.24,39.912499999999994,4.056,91.0,65.6,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,low,7,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00206,MLT_OUTLET_003,St Julians,Malta,weekly,2026-02-02,2026-02-08,12,massage,standard,60,massage|standard|60,accessible_premium,58.0,85.0,85.0,below_market_median,launch_with_upside_room,1.02,no,12,12,12.0,20.0,60.0,649.32,32.47,54.11,54.11,49.77,27.52,7.13,6.83,3.25,1.61,12.88,77.0,54.11,60.0,44.2075,3.346,51.4,61.7,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,12,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00207,MLT_OUTLET_003,St Julians,Malta,weekly,2026-02-02,2026-02-08,12,reflexology,standard,45,reflexology|standard|45,traffic_builder,34.0,75.0,75.0,below_market_median,launch_as_entry_price,1.02,no,12,12,9.0,17.0,52.94,406.92,23.94,45.21,33.91,49.02,25.41,17.34,7.38,3.58,1.53,12.24,77.0,45.21,52.94,43.1175,3.5940000000000003,26.200000000000003,55.07,watchlist,commercial_performance,market_misalignment,risk_normal,maintain and monitor,medium,12,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00208,MLT_OUTLET_003,St Julians,Malta,weekly,2026-02-02,2026-02-08,12,scrub,standard,45,scrub|standard|45,premium_core,52.0,50.0,50.0,in_line_with_market_median,launch,1.02,no,12,12,9.0,17.0,52.94,622.92,36.64,69.21,51.91,47.07,12.49,17.17,7.59,3.08,3.61,28.88,77.0,69.21,52.94,38.425000000000004,3.9229999999999996,96.4,68.48,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,12,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00209,MLT_OUTLET_003,St Julians,Malta,weekly,2026-02-02,2026-02-08,12,swedish,standard,60,swedish|standard|60,premium_core,64.0,69.5,69.5,in_line_with_market_median,launch,1.02,no,12,12,12.0,20.0,60.0,767.16,38.36,63.93,63.93,45.3,22.42,7.28,8.31,2.27,2.98,23.84,77.0,63.93,60.0,39.58,3.77,90.1,67.93,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,12,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00210,MLT_OUTLET_003,St Julians,Malta,weekly,2026-02-02,2026-02-08,12,wrap,standard,60,wrap|standard|60,premium_core,82.0,72.0,72.0,exact_only_locked,review_before_launch,1.02,no,12,12,12.0,20.0,60.0,979.8,48.99,81.65,81.65,45.51,25.93,15.39,9.6,1.94,3.93,31.44,77.0,81.65,60.0,40.615,4.247999999999999,82.0,71.33,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,12,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00211,MLT_OUTLET_003,St Julians,Malta,weekly,2026-02-09,2026-02-15,12,aromatherapy,standard,60,aromatherapy|standard|60,premium_core,64.0,76.0,76.0,below_market_median,launch_with_upside_room,0.97,no,11,11,11.0,19.0,57.89,694.65,36.56,63.15,63.15,43.92,22.68,15.69,9.55,4.0,2.21,17.68,73.5,63.15,57.89,38.61,4.507000000000001,78.4,64.97,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,11,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00212,MLT_OUTLET_003,St Julians,Malta,weekly,2026-02-09,2026-02-15,12,body_treatment,standard,60,body_treatment|standard|60,premium_core,69.0,77.5,77.5,below_market_median,launch,0.97,no,11,11,11.0,19.0,57.89,763.73,40.2,69.43,69.43,40.61,20.71,6.07,9.79,3.11,3.45,27.6,73.5,69.43,57.89,35.635,4.56,84.7,66.75,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,11,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00213,MLT_OUTLET_003,St Julians,Malta,weekly,2026-02-09,2026-02-15,12,deep_tissue,standard,60,deep_tissue|standard|60,premium_core,78.0,80.0,80.0,in_line_with_market_median,launch,0.97,no,11,11,11.0,19.0,57.89,825.77,43.46,75.07,75.07,44.9,19.18,8.85,8.07,3.03,3.09,24.72,73.5,75.07,57.89,38.47,3.9479999999999995,96.4,70.01,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,11,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00214,MLT_OUTLET_003,St Julians,Malta,weekly,2026-02-09,2026-02-15,12,facial,basic,60,facial|basic|60,premium_core,94.0,100.0,100.0,in_line_with_market_median,launch,0.97,no,11,11,11.0,19.0,57.89,1000.23,52.64,90.93,90.93,49.37,21.91,11.56,7.51,2.39,2.81,22.48,73.5,90.93,57.89,42.504999999999995,3.532,89.2,73.64,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,11,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00215,MLT_OUTLET_003,St Julians,Malta,weekly,2026-02-09,2026-02-15,12,hot_stone,standard,75,hot_stone|standard|75,premium_core,95.0,90.0,90.0,in_line_with_market_median,launch,0.97,no,6,6,7.5,15.5,48.39,551.76,35.6,73.57,91.96,37.67,17.46,10.56,10.05,3.28,2.44,19.52,56.0,73.57,48.39,32.6175,4.487,91.0,62.47,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,low,6,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00216,MLT_OUTLET_003,St Julians,Malta,weekly,2026-02-09,2026-02-15,12,massage,standard,60,massage|standard|60,accessible_premium,58.0,85.0,85.0,below_market_median,launch_with_upside_room,0.97,no,11,11,11.0,19.0,57.89,618.75,32.57,56.25,56.25,50.92,25.01,14.62,8.92,3.31,2.82,22.56,73.5,56.25,57.89,44.442499999999995,4.233,51.4,61.03,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,11,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00217,MLT_OUTLET_003,St Julians,Malta,weekly,2026-02-09,2026-02-15,12,reflexology,standard,45,reflexology|standard|45,traffic_builder,34.0,75.0,75.0,below_market_median,launch_as_entry_price,0.97,no,11,11,8.25,16.25,50.77,383.57,23.6,46.49,34.87,47.98,26.37,8.92,6.67,2.63,1.02,8.16,73.5,46.49,50.77,42.5775,2.994,26.200000000000003,54.18,watchlist,commercial_performance,market_misalignment,risk_normal,maintain and monitor,medium,11,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00218,MLT_OUTLET_003,St Julians,Malta,weekly,2026-02-09,2026-02-15,12,scrub,standard,45,scrub|standard|45,premium_core,52.0,50.0,50.0,in_line_with_market_median,launch,0.97,no,11,11,8.25,16.25,50.77,584.98,36.0,70.91,53.18,39.24,19.77,9.08,6.84,4.11,2.05,16.4,73.5,70.91,50.77,34.3725,3.6950000000000003,96.4,67.1,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,11,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00219,MLT_OUTLET_003,St Julians,Malta,weekly,2026-02-09,2026-02-15,12,swedish,standard,60,swedish|standard|60,premium_core,64.0,69.5,69.5,in_line_with_market_median,launch,0.97,no,11,11,11.0,19.0,57.89,674.74,35.51,61.34,61.34,43.66,21.77,14.59,7.83,3.85,2.62,20.96,73.5,61.34,57.89,38.1875,4.028,90.1,65.91,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,11,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00220,MLT_OUTLET_003,St Julians,Malta,weekly,2026-02-09,2026-02-15,12,wrap,standard,60,wrap|standard|60,premium_core,82.0,72.0,72.0,exact_only_locked,review_before_launch,0.97,no,11,11,11.0,19.0,57.89,863.5,45.45,78.5,78.5,49.58,14.9,12.3,8.25,2.48,1.54,12.32,73.5,78.5,57.89,40.910000000000004,3.527,82.0,69.53,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,11,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00221,MLT_OUTLET_003,St Julians,Malta,weekly,2026-02-16,2026-02-22,12,aromatherapy,standard,60,aromatherapy|standard|60,premium_core,64.0,76.0,76.0,below_market_median,launch_with_upside_room,0.91,no,10,10,10.0,18.0,55.56,640.6,35.59,64.06,64.06,53.74,19.74,15.67,8.23,3.85,1.77,14.16,70.0,64.06,55.56,45.24,3.9779999999999998,78.4,65.1,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,10,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00222,MLT_OUTLET_003,St Julians,Malta,weekly,2026-02-16,2026-02-22,12,body_treatment,standard,60,body_treatment|standard|60,premium_core,69.0,77.5,77.5,below_market_median,launch,0.91,no,10,10,10.0,18.0,55.56,679.7,37.76,67.97,67.97,47.96,25.11,16.61,7.97,3.99,3.85,30.8,70.0,67.97,55.56,42.2475,4.3580000000000005,84.7,66.29,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,10,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00223,MLT_OUTLET_003,St Julians,Malta,weekly,2026-02-16,2026-02-22,12,deep_tissue,standard,60,deep_tissue|standard|60,premium_core,78.0,80.0,80.0,in_line_with_market_median,launch,0.91,no,10,10,10.0,18.0,55.56,743.2,41.29,74.32,74.32,51.77,26.4,10.24,8.65,3.94,2.23,17.84,70.0,74.32,55.56,45.4275,4.223,96.4,69.74,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,10,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00224,MLT_OUTLET_003,St Julians,Malta,weekly,2026-02-16,2026-02-22,12,facial,basic,60,facial|basic|60,premium_core,94.0,100.0,100.0,in_line_with_market_median,launch,0.91,no,10,10,10.0,18.0,55.56,896.5,49.81,89.65,89.65,45.11,22.68,7.15,10.92,3.27,3.47,27.76,70.0,89.65,55.56,39.5025,4.951,89.2,71.55,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,10,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00225,MLT_OUTLET_003,St Julians,Malta,weekly,2026-02-16,2026-02-22,12,hot_stone,standard,75,hot_stone|standard|75,premium_core,95.0,90.0,90.0,in_line_with_market_median,launch,0.91,no,6,6,7.5,15.5,48.39,565.68,36.5,75.42,94.28,49.05,25.8,8.6,9.61,3.89,1.5,12.0,56.0,75.42,48.39,43.2375,4.35,91.0,64.62,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,low,6,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00226,MLT_OUTLET_003,St Julians,Malta,weekly,2026-02-16,2026-02-22,12,massage,standard,60,massage|standard|60,accessible_premium,58.0,85.0,85.0,below_market_median,launch_with_upside_room,0.91,no,10,10,10.0,18.0,55.56,545.0,30.28,54.5,54.5,47.08,15.71,10.69,7.89,4.0,2.82,22.56,70.0,54.5,55.56,39.237500000000004,4.131,51.4,58.6,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,10,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00227,MLT_OUTLET_003,St Julians,Malta,weekly,2026-02-16,2026-02-22,12,reflexology,standard,45,reflexology|standard|45,traffic_builder,34.0,75.0,75.0,below_market_median,launch_as_entry_price,0.91,no,10,10,7.5,15.5,48.39,336.4,21.7,44.85,33.64,48.38,18.47,11.14,9.79,4.7,1.41,11.28,70.0,44.85,48.39,40.9025,4.629,26.200000000000003,52.19,watchlist,commercial_performance,market_misalignment,risk_normal,maintain and monitor,medium,10,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00228,MLT_OUTLET_003,St Julians,Malta,weekly,2026-02-16,2026-02-22,12,scrub,standard,45,scrub|standard|45,premium_core,52.0,50.0,50.0,in_line_with_market_median,launch,0.91,no,10,10,7.5,15.5,48.39,520.9,33.61,69.45,52.09,38.92,23.59,12.94,10.57,4.7,1.39,11.12,70.0,69.45,48.39,35.0875,4.858999999999999,96.4,65.57,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,10,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00229,MLT_OUTLET_003,St Julians,Malta,weekly,2026-02-16,2026-02-22,12,swedish,standard,60,swedish|standard|60,premium_core,64.0,69.5,69.5,in_line_with_market_median,launch,0.91,no,10,10,10.0,18.0,55.56,612.7,34.04,61.27,61.27,41.4,17.17,8.72,8.12,2.89,3.68,29.44,70.0,61.27,55.56,35.3425,4.039,90.1,64.25,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,10,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00230,MLT_OUTLET_003,St Julians,Malta,weekly,2026-02-16,2026-02-22,12,wrap,standard,60,wrap|standard|60,premium_core,82.0,72.0,72.0,exact_only_locked,review_before_launch,0.91,no,10,10,10.0,18.0,55.56,791.7,43.98,79.17,79.17,51.14,15.74,12.48,8.08,3.76,1.2,9.6,70.0,79.17,55.56,42.290000000000006,3.792,82.0,68.7,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,10,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00231,MLT_OUTLET_003,St Julians,Malta,weekly,2026-02-23,2026-03-01,12,aromatherapy,standard,60,aromatherapy|standard|60,premium_core,64.0,76.0,76.0,below_market_median,launch_with_upside_room,1.05,no,12,12,12.0,20.0,60.0,781.8,39.09,65.15,65.15,44.33,22.71,17.93,7.6,2.67,1.97,15.76,77.0,65.15,60.0,38.925000000000004,3.4749999999999996,78.4,66.73,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,12,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
